alpha;tot_oil;tot_gas;W1_choke;W2_choke;W3_choke;W4_choke;W5_choke;W6_choke;W7_choke;W1_gas_mean;W2_gas_mean;W3_gas_mean;W4_gas_mean;W5_gas_mean;W6_gas_mean;W7_gas_mean;W1_oil_mean;W2_oil_mean;W3_oil_mean;W4_oil_mean;W5_oil_mean;W6_oil_mean;W7_oil_mean;W1_oil_var;W2_oil_var;W3_oil_var;W4_oil_var;W5_oil_var;W6_oil_var;W7_oil_var;W1_gas_var;W2_gas_var;W3_gas_var;W4_gas_var;W5_gas_var;W6_gas_var;W7_gas_var;;sum var;sum std;exp gas;1std;2std;3std;;;;"""-2std"
0,57;75,48219009;150903,6699;72,98409504;36,72897802;0;14,02528823;0;60,00897442;25,86115945;41144,2858;42671,56365;0;775,5244579;0;50516,82874;15795,46728;28,75337688;10,23021709;0;6,628904312;0;23,73572748;6,133964318;75,49658237;2,184801562;0;4,291101829;0;26,33862668;8,736675389;4450412,337;4589233,147;0;0;0;32041410,09;22261842,56;;63342898,13;7958,825173;150903,6699;158862,4951;166821,3203;174780,1454;12,45112538;1;250000;134986,0196
0,58;76,80643904;152961,9027;72,98409504;36,72897802;0;14,02528823;0;62,60609299;26,25733284;41144,2858;42671,56365;1,43E-10;775,5244579;0;51727,04653;16643,4823;28,75337688;10,23021709;0;6,628904312;0;24,75663549;6,437305264;75,49658237;2,184801562;0;4,291101829;0;29,83734445;9,261228926;4450412,337;4589233,147;0;0;0;33415183,4;22898838,09;;65353666,97;8084,161489;152961,9027;161046,0642;169130,2257;177214,3872;12,00348328;1;250000;136793,5798
0,59;78,13068798;156809,9304;72,98409504;36,72897802;0;14,02528823;0;62,60609299;27,9868461;41144,2858;42671,56365;0;775,5244579;0;51727,04653;20491,50996;28,75337688;10,23021709;0;6,628904312;0;24,75663549;7,761554213;75,49658237;2,184801562;0;4,291101829;0;29,83734445;11,56097634;4450412,337;4589233,147;0;0;0;33415183,4;26379169,51;;68833998,39;8296,625723;156809,9304;165106,5561;173403,1818;181699,8076;11,23228559;1;250000;140216,679
0,6;79,45493693;165406,2314;72,98409504;47,06790081;0;14,02528823;0;62,60609299;27,45244664;41144,2858;52469,52521;0;775,5244579;0;51727,04653;19289,84942;28,75337688;11,96364355;0;6,628904312;0;24,75663549;7,352376704;75,49658237;1,631140152;0;4,291101829;0;29,83734445;10,84885855;4450412,337;9826643,237;0;0;0;33415183,4;25045143,67;;72737382,64;8528,62138;165406,2314;173934,8528;182463,4742;190992,0956;9,918809243;1;250000;148348,9887
0,61;80,77918588;163111,5434;72,98409504;36,72897802;0;14,02528823;5,75E-13;62,60609299;30,78928362;41144,2858;42671,56365;1,20E-11;775,5244579;0;51727,04653;26793,12292;28,75337688;10,23021709;0;6,628904312;1,22E-08;24,75663549;10,4100521;75,49658237;2,184801562;0;4,291101829;0;29,83734445;15,30504341;4450412,337;4589233,147;0;0;0;33415183,4;33404282,66;;75859111,55;8709,713632;163111,5434;171821,257;180530,9706;189240,6843;9,97604058;1;250000;145692,1161
0,62;82,10343483;165751,5106;72,98409504;36,72897802;0;14,02528823;0;62,60609299;31,96332322;41144,2858;42671,56365;0;775,5244579;-2,97E-11;51727,04653;29433,09012;28,75337688;10,23021709;0;6,628904312;7,91E-10;24,75663549;11,73430106;75,49658237;2,184801562;0;4,291101829;0;29,83734445;16,87531096;4450412,337;4589233,147;0;0;0;33415183,4;37228355,47;;79683184,36;8926,543808;165751,5106;174678,0544;183604,5982;192531,142;9,437974119;1;250000;147898,423
0,63;83,42768378;174733,753;72,98409504;47,06790081;0;14,02528823;0;62,60609299;31,60055866;41144,2858;52469,52521;0;775,5244579;6,46E-10;51727,04653;28617,371;28,75337688;11,96364355;0;6,628904312;0;24,75663549;11,32512355;75,49658237;1,631140152;0;4,291101829;0;29,83734445;16,39011657;4450412,337;9826643,237;0;0;0;33415183,4;36046761,5;;83739000,48;9150,901621;174733,753;183884,6546;193035,5562;202186,4579;8,225008869;1;250000;156431,9498
0,64;84,75193273;178042,2941;72,98409504;47,06790081;0;14,02528823;0;62,60609299;33,07192477;41144,2858;52469,52521;0;775,5244579;0;51727,04653;31925,91212;28,75337688;11,96364355;0;6,628904312;0;24,75663549;12,6493725;75,49658237;1,631140152;0;4,291101829;0;29,83734445;18,3580557;4450412,337;9826643,237;0;0;0;33415183,4;40839283,97;;88531522,95;9409,119138;178042,2941;187451,4133;196860,5324;206269,6515;7,647655941;1;250000;159224,0558
0,65;86,07618168;179270,2851;72,98409504;44,17300359;0;14,02528823;0;62,60609299;35,103968;41144,2858;49726,09708;0;775,5244579;-1,71E-11;51727,04653;35897,33128;28,75337688;11,21105147;0;6,628904312;0;24,75663549;14,72621353;75,49658237;1,785876945;0;4,291101829;0;29,83734445;20,8697794;4450412,337;7666922,8;0;0;0;33415183,4;47458039,68;;92990558,22;9643,161215;179270,2851;188913,4464;198556,6076;208199,7688;7,334702104;1;250000;159983,9627
0,66;87,40043063;184637,9899;72,98409504;47,06790081;0;17,17816294;0;62,60609299;35,81350818;41144,2858;52469,52521;0;2298,793549;0;51727,04653;36998,33879;28,75337688;11,96364355;0;6,868554685;0;24,75663549;15,05822002;75,49658237;1,631140152;0;3,714257752;0;29,83734445;21,56643553;4450412,337;9826643,237;0;2542934,529;0;33415183,4;49769148,53;;100004322;10000,2161;184637,9899;194638,206;204638,4221;214638,6382;6,536059767;1;250000;164637,5577
0,67;88,72467958;187275,3217;72,98409504;36,72897802;0;31,02618724;0;62,60609299;30,83440521;41144,2858;42671,56365;0;24837,84155;-5,89E-11;51727,04653;26894,58417;28,75337688;10,23021709;0;14,52350346;0;24,75663549;10,46094665;75,49658237;2,184801562;0;7,339339277;0;29,83734445;15,36539314;4450412,337;4589233,147;0;27653029,09;0;33415183,4;33551252,37;;103659110,3;10181,31182;187275,3217;197456,6335;207637,9453;217819,2572;6,160765863;1;250000;166912,6981
0,68;90,04892852;189915,2889;72,98409504;36,72897802;0;31,02618724;0;62,60609299;32,0084448;41144,2858;42671,56365;0;24837,84155;0;51727,04653;29534,55135;28,75337688;10,23021709;0;14,52350346;0;24,75663549;11,7851956;75,49658237;2,184801562;0;7,339339277;0;29,83734445;16,93566067;4450412,337;4589233,147;0;27653029,09;0;33415183,4;37375325,14;;107483183,1;10367,40966;189915,2889;200282,6985;210650,1082;221017,5179;5,795537465;0,999999997;250000;169180,4696
0,69;91,37317747;198897,5313;72,98409504;47,06790081;0;31,02618724;0;62,60609299;31,64568024;41144,2858;52469,52521;2,31E-11;24837,84155;-8,06E-10;51727,04653;28718,83223;28,75337688;11,96364355;0;14,52350346;0;24,75663549;11,37601809;75,49658237;1,631140152;0;7,339339277;0;29,83734445;16,45046629;4450412,337;9826643,237;0;27653029,09;0;33415183,4;36193731,17;;111538999,2;10561,20255;198897,5313;209458,7339;220019,9364;230581,139;4,838697909;0,999999347;250000;177775,1262
0,7;92,69742642;202244,4759;72,98409504;47,06790081;0;31,02618724;5,69E-10;62,60609299;33,13412503;41144,2858;52469,52521;0;24837,84155;2,83E-08;51727,04653;32065,77679;28,75337688;11,96364355;0;14,52350346;8,69E-09;24,75663549;12,70026703;75,49658237;1,631140152;0;7,339339277;0;29,83734445;18,441248;4450412,337;9826643,237;0;27653029,09;0;33415183,4;41041882,2;;116387150,3;10788,28764;202244,4759;213032,7635;223821,0512;234609,3388;4,426608346;0,999995214;250000;180667,9006
0,71;94,02167537;203401,2916;72,98409504;44,17300359;0;31,02618724;0;62,60609299;35,14823463;41144,2858;49726,09708;0;24837,84155;-8,20E-10;51727,04653;35966,02069;28,75337688;11,21105147;0;14,52350346;1,89E-07;24,75663549;14,77710788;75,49658237;1,785876945;0;7,339339277;0;29,83734445;20,92141931;4450412,337;7666922,8;0;27653029,09;0;33415183,4;47602224,62;;120787772,2;10990,34905;203401,2916;214391,6407;225381,9897;236372,3388;4,239966187;0,999988822;250000;181420,5935
0,72;95,34592432;208789,3255;72,98409504;47,06790081;0;31,02618724;0;62,60609299;36,96704094;41144,2858;52469,52521;1,50E-10;24837,84155;-8,06E-10;51727,04653;38610,6264;28,75337688;11,96364355;0;14,52350346;0;24,75663549;15,34876494;75,49658237;1,631140152;0;7,339339277;0;29,83734445;22,50576177;4450412,337;9826643,237;0;27653029,09;0;33415183,4;53526426,61;;128871694,7;11352,16696;208789,3255;220141,4925;231493,6594;242845,8264;3,630203348;0,999858401;250000;186084,9916
0,73;96,67017327;206125,3592;72,98409504;47,06790081;37,3938331;31,02618724;0;62,60609299;0;41144,2858;52469,52521;35946,66009;24837,84155;1,06E-10;51727,04653;0;28,75337688;11,96364355;16,67301389;14,52350346;0;24,75663549;0;75,49658237;1,631140152;20,7186039;7,339339277;0;29,83734445;0;4450412,337;9826643,237;70484183,97;27653029,09;0;33415183,4;0;;145829452;12075,98659;206125,3592;218201,3458;230277,3324;242353,3189;3,633213776;0,999860044;250000;181973,386
0,74;97,99442222;207609,2302;72,98409504;47,06790081;39,27695983;31,02618724;0;62,60609299;0;41144,2858;52469,52521;37430,53112;24837,84155;3,04E-10;51727,04653;-4,24E-10;28,75337688;11,96364355;17,99726284;14,52350346;0;24,75663549;0;75,49658237;1,631140152;22,82674431;7,339339277;0;29,83734445;0;4450412,337;9826643,237;75928541,33;27653029,09;0;33415183,4;0;;151273809,4;12299,34183;207609,2302;219908,572;232207,9139;244507,2557;3,446588475;0,999716144;250000;183010,5466
0,75;99,31867117;204652,0036;72,98409504;44,17300359;0;0;31,26921208;62,60609299;35,23646071;41144,2858;49726,09708;0;2456,067202;23495,58419;51727,04653;36102,92282;28,75337688;11,21105147;0;7,625397925;12,09366601;24,75663549;14,8785434;75,49658237;1,785876945;0;11,72107252;3,606740578;29,83734445;21,02434079;4450412,337;7666922,8;0;18846405,74;46169134,23;33415183,4;47889593,9;;158437652,4;12587,20193;204652,0036;217239,2056;229826,4075;242413,6094;3,602706672;0,99984254;250000;179477,5998
0,76;100,6429201;209268,7589;72,98409504;47,06790081;0;0;32,31384342;62,60609299;35,2747003;41144,2858;52469,52521;1,21E-11;2456,067202;25309,57416;51727,04653;36162,25996;28,75337688;11,96364355;0;7,625397925;12,62135795;24,75663549;14,92250833;75,49658237;1,631140152;0;11,72107252;3,79675268;29,83734445;21,06894977;4450412,337;9826643,237;0;18846405,74;49038627,28;33415183,4;48014147,62;;163591419,6;12790,28614;209268,7589;222059,045;234849,3312;247639,6173;3,184544949;0,999275091;250000;183688,1866
0,77;101,9671691;215099,4197;72,98409504;47,06790081;0;0;34,93535768;62,60609299;35,2747003;41144,2858;52469,52521;-1,84E-10;2456,067202;31140,23504;51727,04653;36162,25996;28,75337688;11,96364355;0;7,625397925;13,9456069;24,75663549;14,92250833;75,49658237;1,631140152;0;11,72107252;4,273590219;29,83734445;21,06894977;4450412,337;9826643,237;0;18846405,74;57944336,64;33415183,4;48014147,62;;172497129;13133,81624;215099,4197;228233,236;241367,0522;254500,8685;2,65730688;0,996061615;250000;188831,7873
0,78;103,291418;216384,869;72,98409504;47,06790081;35,40951474;0;0;62,60609299;35,2747003;41144,2858;52469,52521;32425,6843;2456,067202;-7,89E-10;51727,04653;36162,25996;28,75337688;11,96364355;15,26985583;7,625397925;1,55E-08;24,75663549;14,92250833;75,49658237;1,631140152;18,49718053;11,72107252;0;29,83734445;21,06894977;4450412,337;9826643,237;65140178,37;18846405,74;0;33415183,4;48014147,62;;179692970,7;13404,96068;216384,869;229789,8297;243194,7904;256599,751;2,507663529;0,993923383;250000;189574,9477
0,79;104,615667;219709,4975;72,98409504;47,06790081;37,28224082;0;0;62,60609299;35,2747003;41144,2858;52469,52521;35750,31284;2456,067202;-8,07E-10;51727,04653;36162,25996;28,75337688;11,96364355;16,59410437;7,625398348;0;24,75663549;14,92250833;75,49658237;1,631140152;20,59367752;11,72107252;0;29,83734445;21,06894977;4450412,337;9826643,237;70161556,58;18846405,74;-3,69E-07;33415183,4;48014147,62;;184714348,9;13590,96571;219709,4975;233300,4633;246891,429;260482,3947;2,228723337;0,987083841;250000;192527,5661
0,8;105,9399159;221357,3168;72,98409504;47,06790081;39,16273379;-1,41E-13;0;62,60609299;35,2747003;41144,2858;52469,52521;37398,13206;2456,067202;1,12E-09;51727,04653;36162,25996;28,75337688;11,96364355;17,91835374;7,625397925;0;24,75663549;14,92250833;75,49658237;1,631140152;22,69886946;11,72107252;0;29,83734445;21,06894977;4450412,337;9826643,237;75598299,39;18846405,74;0;33415183,4;48014147,62;;190151091,7;13789,52834;221357,3168;235146,8451;248936,3734;262725,9018;2,077132918;0,981105353;250000;193778,2601
0,81;107,2641649;225292,295;72,98409504;47,06790081;40,40415563;0;0;62,60609299;38,24255261;41144,2858;52469,52521;37750,24871;2456,067202;-7,90E-10;51727,04653;39745,12159;28,75337688;11,96364355;18,49507784;7,625397925;1,04E-08;24,75663549;15,67003317;75,49658237;1,631140152;24,08862805;11,72107252;0;29,83734445;23,54441593;4450412,337;9826643,237;79187406,83;18846405,74;0;33415183,4;57681013,48;;203407065;14262,08488;225292,295;239554,3799;253816,4648;268078,5497;1,732404846;0,958399247;250000;196768,1253
0,82;108,5884138;232415,2699;72,98409504;47,06790081;39,73166364;0;0;62,60609299;46,46536019;41144,2858;52469,52521;37559,50321;2456,067202;1,49E-10;51727,04653;47058,8419;28,75337688;11,96364355;18,31137915;7,625397925;0;24,75663549;17,17798081;75,49658237;1,631140152;23,33578039;11,72107252;0;29,83734445;30,24028039;4450412,337;9826643,237;77243147,49;18846405,74;0;33415183,4;84464279,57;;228246071,8;15107,81492;232415,2699;247523,0848;262630,8997;277738,7146;1,163949269;0,877777714;250000;202199,64
0,83;109,9126628;235719,1075;72,98409504;47,06790081;39,73166364;0;0;62,60609299;50,24409569;41144,2858;52469,52521;37559,50321;2456,067202;0;51727,04653;50362,67957;28,75337688;11,96364355;18,31137915;7,625397925;1,26E-08;24,75663549;18,50222975;75,49658237;1,631140152;23,33578039;11,72107252;0;29,83734445;33,31731953;4450412,337;9826643,237;77243147,49;18846405,74;0;33415183,4;96772347,98;;240554140,2;15509,80787;235719,1075;251228,9154;266738,7233;282248,5311;0,920765273;0,821413505;250000;204699,4918
0,84;111,2369117;238737,587;72,98409504;47,06790081;39,73166364;-4,42E-11;0;62,60609299;54,02283124;41144,2858;52469,52521;37559,50321;2456,067202;0;51727,04653;53381,15903;28,75337688;11,96364355;18,31137915;7,625397925;8,08E-09;24,75663549;19,8264787;75,49658237;1,631140152;23,33578039;11,72107252;0;29,83734445;36,3943587;4450412,337;9826643,237;77243147,49;18846405,74;0;33415183,4;109080416,6;;252862208,8;15901,6417;238737,587;254639,2287;270540,8704;286442,5121;0,708254734;0,760606459;250000;206934,3036
0,85;112,5611607;234653,7601;72,98409504;47,06790081;58,94222306;-1,10E-13;0;62,60609299;35,2747003;41144,2858;52469,52521;50694,57537;2456,067202;2,91E-11;51727,04653;36162,25996;28,75337688;11,96364355;24,53959849;7,625397925;0;24,75663549;14,92250833;75,49658237;1,631140152;45,2005496;11,72107252;0;29,83734445;21,06894977;4450412,337;9826643,237;147662874,4;18846405,74;0;33415183,4;48014147,62;;262215666,7;16193,07465;234653,7601;250846,8347;267039,9094;283232,984;0,947703895;0,828359891;250000;202267,6108
0,86;113,8854096;235517,8372;72,98409504;47,06790081;61,01663674;0;0;62,60609299;35,2747003;41144,2858;52469,52521;51558,65251;2456,067202;1,72E-09;51727,04653;36162,25996;28,75337688;11,96364355;25,86384743;7,625397925;7,09E-09;24,75663549;14,92250833;75,49658237;1,631140152;47,90277625;11,72107252;0;29,83734445;21,06894977;4450412,337;9826643,237;155680092,8;18846405,74;0;33415183,4;48014147,62;;270232885,2;16438,76167;235517,8372;251956,5989;268395,3606;284834,1222;0,880976504;0,810834731;250000;202640,3139
0,87;115,2096586;236382,1917;72,98409504;47,06790081;63,09105044;0;0;62,60609299;35,2747003;41144,2858;52469,52521;52423,00701;2456,067202;0;51727,04653;36162,25996;28,75337688;11,96364355;27,18809639;7,625397925;0;24,75663549;14,92250833;75,49658237;1,631140152;50,60500293;11,72107252;0;29,83734445;21,06894977;4450412,337;9826643,237;163832357,9;18846405,74;0;33415183,4;48014147,62;;278385150,2;16684,87789;236382,1917;253067,0696;269751,9475;286436,8254;0,816176682;0,792800454;250000;203012,4359
0,88;116,5339075;237246,5462;72,98409504;47,06790081;65,16546413;0;0;62,60609299;35,2747003;41144,2858;52469,52521;53287,3615;2456,067202;6,91E-10;51727,04653;36162,25996;28,75337688;11,96364355;28,51234533;7,625397925;0;24,75663549;14,92250833;75,49658237;1,631140152;53,3072296;11,72107252;0;29,83734445;21,06894977;4450412,337;9826643,237;173830023,9;18846405,74;0;33415183,4;48014147,62;;288382816,3;16981,83784;237246,5462;254228,384;271210,2219;288192,0597;0,75100551;0,77367533;250000;203282,8705
0,89;117,8581565;242238,2585;72,98409504;47,06790081;65,71073752;0;0;62,60609299;39,57107961;41144,2858;52469,52521;53514,56281;2456,067202;-8,07E-10;51727,04653;40926,77089;28,75337688;11,96364355;28,86043295;7,625397925;6,45E-09;24,75663549;15,89866965;75,49658237;1,631140152;54,0175278;11,72107252;0;29,83734445;24,62624067;4450412,337;9826643,237;176884208,1;18846405,74;-3,69E-07;33415183,4;62008281,48;;305431134,3;17476,58818;242238,2585;259714,8466;277191,4348;294668,023;0,444122243;0,671522897;250000;207285,0821
0,9;119,1824054;248484,3825;72,98409504;47,06790081;65,71073752;0;0;62,60609299;46,59358988;41144,2858;52469,52521;53514,56281;2456,067202;0;51727,04653;47172,89492;28,75337688;11,96364355;28,86043295;7,625397925;0;24,75663549;17,22291861;75,49658237;1,631140152;54,0175278;11,72107252;0;29,83734445;30,34469833;4450412,337;9826643,237;176884208,1;18846405,74;0;33415183;84881948,35;;328304800,7;18119,18322;248484,3825;266603,5657;284722,7489;302841,9322;0,083647121;0,533331499;250000;212246,016
0,91;120,5066543;250000;72,98409504;42,34289792;65,71073752;0;0;62,60609299;53,7526543;41144,2858;47991,74763;53514,56281;2456,067202;0;51727,04653;53166,29002;28,75337688;10,77901527;28,86043295;7,625397925;0;24,75663549;19,73179583;75,49658237;1,883698961;54,0175278;11,72107252;0;29,83734445;36,17435256;4450412,337;6692086,378;176884208,1;18846405,74;0;33415183,4;108200398,3;;348488694,2;18667,85189;250000;268667,8519;287335,7038;306003,5557;0;0,5;250000;212664,2962
0,92;121,8309033;242131,5288;72,98409504;47,06790081;65,71073752;0;46,66622931;62,60609299;0;41144,2858;52469,52521;53514,56281;2456,067202;40820,04119;51727,04653;-4,12E-10;28,75337688;11,96364355;28,86043295;7,625397925;19,8714165;24,75663549;0;75,49658237;1,631140152;54,0175278;11,72107252;7,15395272;29,83734445;0;4450412,337;9826643,237;176884208,1;18846405,74;128319510,9;33415183,4;0;;371742363,7;19280,62146;242131,5288;261412,1502;280692,7717;299973,3931;0,408102574;0,658400815;250000;203570,2858
0,93;123,1551522;245545,6951;72,98409504;47,06790081;65,71073752;0;49,28774358;62,60609299;0;41144,2858;52469,52521;53514,56281;2456,067202;44234,20752;51727,04653;0;28,75337688;11,96364355;28,86043295;7,625397925;21,19566545;24,75663549;0;75,49658237;1,631140152;54,0175278;11,72107252;7,926461723;29,83734445;0;4450412,337;9826643,237;176884208,1;18846405,74;144931657,3;33415183,4;0;;388354510;19706,71231;245545,6951;265252,4074;284959,1197;304665,832;0,226029834;0,589410892;250000;206132,2705
0,94;124,4794012;248989,2978;72,98409504;47,06790081;65,71073752;-3,59E-09;51,90925641;62,60609299;0;41144,2858;52469,52521;53514,56281;2456,0672;47677,81026;51727,04653;-4,10E-10;28,75337688;11,96364355;28,86043295;7,625398646;22,51991368;24,75663549;0;75,49658237;1,631140152;54,0175278;11,72107252;8,698970304;29,83734445;0;4450412,337;9826643,237;176884208,1;18846405,73;161543794,5;33415183,4;0;;404966647,3;20123,78313;248989,2978;269113,081;289236,8641;309360,6472;0,050224263;0,520028162;250000;208741,7316
0,95;125,8036501;240530,0423;72,98409504;0;65,71073752;0;38,28067992;62,60609299;55,00969261;41144,2858;0;53514,56281;2456,067202;37522,07997;51727,04653;54166;28,75337688;0;28,86043295;7,625397925;15,63548496;24,75663549;20,17232194;75,49658237;0;54,0175278;11,72107252;4,882084036;29,83734445;37,19796379;4450412,337;0;176884208,1;18846405,74;75181530,62;33415183,4;112294813,9;;421072554,1;20520,05249;240530,0423;261050,0948;281570,1473;302090,1998;0,461497732;0,677779226;250000;199489,9373
0,96;127,1278991;241563,2919;72,98409504;-1,01E-12;65,71073752;0;40,90219418;62,60609299;55,00969261;41144,2858;2,91E-11;53514,56281;2456,067202;38555,32955;51727,04653;54166;28,75337688;0;28,86043295;7,625397925;16,95973391;24,75663549;20,17232194;75,49658237;-1,38E-12;54,0175278;11,72107252;5,455404255;29,83734445;37,19796379;4450412,337;0;176884208,1;18846405,74;91793676,93;33415183,4;112294813,9;;437684700,4;20920,91538;241563,2919;262484,2073;283405,1227;304326,038;0,403266681;0,656623975;250000;199721,4611
0,97;128,452148;241810,2945;72,98409504;0;65,71073752;0;43,52370845;62,60609299;55,00969261;41144,2858;1,86E-10;53514,56281;2456,067202;38802,33218;51727,04653;54166;28,75337688;0;28,86043295;7,625397925;18,28398286;24,75663549;20,17232194;75,49658237;0;54,0175278;11,72107252;6,227913258;29,83734445;37,19796379;4450412,337;0;176884208,1;18846405,74;108405823,2;33415183,4;112294813,9;;454296846,7;21314,24047;241810,2945;263124,535;284438,7755;305753,0159;0,384236327;0,649598352;250000;199181,8136
0,98;129,776397;243149,4632;72,98409504;0;65,71073752;-5,69E-13;46,14522271;62,60609299;55,00969261;41144,2858;0;53514,56281;2456,067202;40141,50085;51727,04653;54166;28,75337688;0;28,86043295;7,625397925;19,60823181;24,75663549;20,17232194;75,49658237;0;54,0175278;11,72107252;7,000422261;29,83734445;37,19796379;4450412,337;0;176884208,1;18846405,74;125017969,6;33415183,4;112294813,9;;470908993;21700,43762;243149,4632;264849,9008;286550,3384;308250,7761;0,315686574;0,623879791;250000;199748,588
0,99;131,1006459;246563,6295;72,98409504;0;65,71073752;0;48,76673698;62,60609299;55,00969261;41144,2858;0;53514,56281;2456,067202;43555,66718;51727,04653;54166;28,75337688;0;28,86043295;7,625397925;20,93248076;24,75663549;20,17232194;75,49658237;0;54,0175278;11,72107252;7,772931264;29,83734445;37,19796379;4450412,337;0;176884208,1;18846405,74;141630115,9;33415183,4;112294813,9;;487521139,3;22079,88087;246563,6295;268643,5104;290723,3913;312803,2721;0,15563356;0,561839065;250000;202403,8678
