scenarios;tot_cap;tot_oil;tot_gas;W1_indiv_cap;W2_indiv_cap;W3_indiv_cap;W4_indiv_cap;W5_indiv_cap;W6_indiv_cap;W7_indiv_cap;W1_choke;W2_choke;W3_choke;W4_choke;W5_choke;W6_choke;W7_choke;W1_gas_mean;W2_gas_mean;W3_gas_mean;W4_gas_mean;W5_gas_mean;W6_gas_mean;W7_gas_mean;W1_oil_mean;W2_oil_mean;W3_oil_mean;W4_oil_mean;W5_oil_mean;W6_oil_mean;W7_oil_mean;W1_changed;W2_changed;W3_changed;W4_changed;W5_changed;W6_changed;W7_changed
2.0;250000.0;120.91162207174906;243245.55449592834;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696918;0.0;40.40415563251171;39.79650730632341;47.59032367899906;51.23917657552284;46.54675178144095;38743.870285805315;-2.9672264645341784e-11;33571.78592110568;37441.73413543913;39401.458515261314;43903.49807261137;50183.207565705554;26.19022007923338;0.0;18.495077836574197;18.393215100654043;20.338219608929908;20.288385141713835;17.206504304643705;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2.0;250000.0;120.91162207174906;243245.55449592834;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696918;0.0;40.40415563251171;39.79650730632341;47.59032367899906;51.23917657552284;46.54675178144095;38743.870285805315;-2.9672264645341784e-11;33571.78592110568;37441.73413543913;39401.458515261314;43903.49807261137;50183.207565705554;26.19022007923338;0.0;18.495077836574197;18.393215100654043;20.338219608929908;20.288385141713835;17.206504304643705;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2.0;250000.0;120.91162207174906;243245.55449592834;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696918;0.0;40.40415563251171;39.79650730632341;47.59032367899906;51.23917657552284;46.54675178144095;38743.870285805315;-2.9672264645341784e-11;33571.78592110568;37441.73413543913;39401.458515261314;43903.49807261137;50183.207565705554;26.19022007923338;0.0;18.495077836574197;18.393215100654043;20.338219608929908;20.288385141713835;17.206504304643705;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2.0;250000.0;123.76263894393131;243178.97443867827;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696906;25.856196831524354;40.40415563251172;39.7965073063234;45.35202660767072;51.23917657552283;35.27470030111925;31763.697198080376;21443.999642169154;33571.785921105686;37441.73413543913;36597.52765232879;43903.498072611415;38456.731816943764;27.66321357406481;4.792687451842319;18.495077836574197;18.393215100654047;19.207551512435586;20.28838514171384;14.922508326646522;0.0;1.0;1.0;1.0;1.0;1.0;1.0
2.0;250000.0;126.04552587840891;240336.92810857494;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696906;33.637094864255175;40.40415563251171;31.140933529613136;57.71056545091711;51.23917657552283;35.27470030111925;31763.697198080376;40229.60803317628;33571.78592110568;24130.03432498296;28281.572741674474;43903.49807261137;38456.73181694379;27.66321357406481;9.927365514789754;18.495077836574197;14.538648441776754;20.21032704284305;20.288385141713835;14.92250832664652;0.0;1.0;1.0;0.0;1.0;1.0;1.0
2.0;250000.0;125.2026204141856;240319.28463679168;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696906;33.63709486425638;40.40415563251172;31.140933529613108;57.71056545091711;51.23917657552283;34.246065891531266;31763.69719808038;40229.608033177974;33571.78592110568;24130.03432498235;29929.207558181297;43903.49807261137;36791.45352865265;27.66321357406481;9.927365514789873;18.495077836574197;14.538648441778305;20.550065896426176;20.28838514171383;13.73986400883841;0.0;1.0;1.0;0.0;1.0;1.0;0.0
2.0;250000.0;123.45956656692971;240865.79725855216;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696906;33.63709486425638;36.39850118271963;31.140933529603878;57.71056545091711;51.23917657552283;34.24606589153125;31763.697198080376;40229.60803317797;30321.78745554134;24130.03432498255;33725.71864550295;43903.49807261136;36791.453528655635;27.66321357406481;9.927365514789871;15.969191342484113;14.53864844177837;21.332898543260406;20.288385141713853;13.739864008838275;0.0;1.0;1.0381145455240437e-14;0.0;1.0;1.0000000000000104;0.0
2.0;250000.0;120.38040695379591;240865.7972585524;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696906;33.63709486425659;36.398501182719535;31.140933529613108;45.35202660767072;51.23917657552283;34.246065891531266;31763.69719808038;40229.60803317843;30321.787455541526;24130.03432498235;33725.718645503715;43903.498072611495;36791.453528654485;27.66321357406481;9.927365514790178;15.969191342484049;14.538648441778305;18.253738930126225;20.288385141713945;13.73986400883841;0.0;1.0;0.0;0.0;0.0;1.0;0.0
2.0;250000.0;122.8721698188409;243636.91383928905;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;54166.0;67.36070311696906;33.63709486425638;36.398501182719585;31.140933529613108;45.35202660767072;51.23917657552283;34.246065891531266;31763.69719808038;40229.60803317794;30321.787455534424;24130.034324991277;46156.827553179945;34243.505745669856;36791.4535286552;27.66321357406481;9.927365514789873;15.969191342483207;14.53864844177833;20.817007590602095;20.21687934628427;13.739864008838305;0.0;1.0;0.0;0.0;0.0;0.0;0.0
